ts_code,ann_date,end_date,n_cashflow_act,free_cashflow
300896.SZ,20260320,20251231,1324231592.64,1048810527.7019
300896.SZ,20250320,20241231,1927174523.41,2875583546.9342
300896.SZ,20240320,20231231,1954070643.13,1529796484.1056
300896.SZ,20230309,20221231,1193935203.61,639805417.934
300896.SZ,20220308,20211231,942779508.0,1343797478.6229
300896.SZ,20210209,20201231,425677596.15,-452379878.4073
300896.SZ,20200909,20191231,309715080.14,261750502.7888
300896.SZ,20200909,20181231,135496573.93,78462247.6226
