ts_code,symbol,name,industry,area,list_date,main_business,chairman,manager,employees,website
300896.SZ,300896,爱美客,医疗保健,北京,20200928,"公司立足于生物医用材料的研发和转化,致力于重组蛋白和多肽等生物医药的开发,公司自主研发的产品主要针对面部,颈部褶皱皮肤的修复.",简军,石毅峰,1458,www.imeik.net/cn/
