ts_code,name,trade_date,close,pe_ttm,pb,ps_ttm,dv_ttm,total_mv
300015.SZ,爱尔眼科,20260420,9.67,28.0136,4.1575,4.0684,2.4738,9017658.5799
300896.SZ,爱美客,20260420,114.91,26.9329,4.5848,14.177,4.3345,3477085.373
300957.SZ,贝泰妮,20260420,36.87,43.364,2.6234,3.0137,2.4277,1561813.2
301363.SZ,美好医疗,20260420,26.73,48.4065,4.1585,9.3167,0.5654,1520592.6641
688161.SH,威高骨科,20260420,30.11,44.8326,2.906,7.9091,0.8906,1204400.0
688366.SH,昊海生科,20260420,39.27,35.9802,1.6658,3.652,2.5162,903134.9747
