ts_code,end_date,bz_item,sales_yi,cost_yi,profit_yi,gross_margin_pct
300274.SZ,20251231,新能源建设开发,165.5940566457,141.5844656152,24.0095910305,14.499065677139725
300274.SZ,20251231,其他主营业务,26.220530809699998,18.644444974000002,7.576085835700001,28.893716495233235
300274.SZ,20251231,其他业务,2.705853265,1.3085905733,1.3972626917,51.63852414960868
300274.SZ,20251231,光伏逆变器等电力转换设备,311.3622779645,203.431113933,107.93116403149999,34.66417471541167
300274.SZ,20251231,光伏电站发电收入,13.095069107999999,6.1649230012,6.9301461068,52.921798652946826
300274.SZ,20251231,储能系统,372.8657854648,236.8210548849,136.0447305799,36.48624676311126
