ts_code,trade_date,pe_ttm,pb,ps_ttm,close,total_mv
300274.SZ,20230111,84.7014,10.6007,5.8455,121.96,18113389.2409
300274.SZ,20230112,83.6111,10.4642,5.7703,120.39,17880214.2564
300274.SZ,20230113,83.5624,10.4581,5.7669,120.32,17869817.9195
300274.SZ,20230116,84.4375,10.5677,5.8273,121.58,18056951.9835
300274.SZ,20230117,84.5209,10.5781,5.833,121.7,18074774.2753
300274.SZ,20230118,84.5209,10.5781,5.833,121.7,18074774.2753
300274.SZ,20230119,83.4097,10.439,5.7564,120.1,17837143.7178
300274.SZ,20230120,89.2782,11.1735,6.1614,128.55,19092130.0993
300274.SZ,20230130,90.9103,11.3777,6.274,130.9,19441149.9806
300274.SZ,20230131,90.2852,11.2995,6.2309,130.0,19307482.792
300274.SZ,20230201,87.535,10.9553,6.0411,126.04,18719347.1623
300274.SZ,20230202,86.2918,10.7997,5.9553,124.25,18453497.9762
300274.SZ,20230203,85.382,10.6859,5.8925,122.94,18258937.9573
300274.SZ,20230206,84.3056,10.5511,5.8182,121.39,18028733.3548
300274.SZ,20230207,83.3333,10.4295,5.7511,119.99,17820806.617
300274.SZ,20230208,83.9305,10.5042,5.7923,120.85,17948533.0416
300274.SZ,20230209,85.3612,10.6833,5.891,122.91,18254482.3843
300274.SZ,20230210,83.7569,10.4825,5.7803,120.6,17911403.267
300274.SZ,20230213,83.9722,10.5094,5.7952,120.91,17957444.1875
300274.SZ,20230214,82.9791,10.3851,5.7266,119.48,17745061.8768
300274.SZ,20230215,80.8331,10.1165,5.5785,116.39,17286137.8628
300274.SZ,20230216,80.4094,10.0635,5.5493,115.78,17195541.2128
300274.SZ,20230217,77.937,9.7541,5.3787,112.22,16666813.2224
300274.SZ,20230220,82.5276,10.3286,5.6955,118.83,17648524.4629
300274.SZ,20230221,81.6734,10.2217,5.6365,117.6,17465845.9718
300274.SZ,20230222,81.7012,10.2252,5.6384,117.64,17471786.7358
300274.SZ,20230223,84.9237,10.6285,5.8608,122.28,18160915.3524
300274.SZ,20230224,83.8264,10.4912,5.7851,120.7,17926255.1769
300274.SZ,20230227,83.3471,10.4312,5.752,120.01,17823776.999
300274.SZ,20230228,83.0624,10.3956,5.7324,119.6,17762884.1686
300274.SZ,20230301,80.1455,10.0305,5.5311,115.4,17139103.9554
300274.SZ,20230302,78.6523,9.8436,5.428,113.25,16819787.8938
300274.SZ,20230303,78.0689,9.7706,5.3878,112.41,16695031.8511
300274.SZ,20230306,82.5624,10.333,5.6979,118.88,17655950.4178
300274.SZ,20230307,83.3333,10.4295,5.7511,119.99,17820806.617
300274.SZ,20230308,80.5483,10.0809,5.5589,115.98,17225245.0324
300274.SZ,20230309,79.7219,9.9775,5.5018,114.79,17048507.3053
300274.SZ,20230310,79.1593,9.9071,5.463,113.98,16928206.8356
300274.SZ,20230313,77.3744,9.6837,5.3398,111.41,16546512.7527
300274.SZ,20230314,73.4227,9.1891,5.0671,105.72,15701439.0828
300274.SZ,20230315,72.8671,9.1196,5.0288,104.92,15582623.8041
300274.SZ,20230316,68.3598,8.5555,4.7177,98.43,14618734.8555
300274.SZ,20230317,66.7833,8.3582,4.6089,96.16,14281596.5021
300274.SZ,20230320,69.2418,8.6659,4.7786,99.7,14807354.1105
300274.SZ,20230321,70.5405,8.8284,4.8682,101.57,15085084.8245
300274.SZ,20230322,70.9781,8.8832,4.8984,102.2,15178651.8565
300274.SZ,20230323,69.4502,8.6919,4.793,100.0,14851909.84
300274.SZ,20230324,70.4225,8.8136,4.8601,101.4,15059836.5778
300274.SZ,20230327,73.2005,9.1613,5.0518,105.4,15653912.9714
300274.SZ,20230328,72.2073,9.037,4.9832,103.97,15441530.6606
300274.SZ,20230329,72.6588,9.0935,5.0144,104.62,15538068.0746
300274.SZ,20230330,73.3047,9.1743,5.059,105.55,15676190.8361
300274.SZ,20230331,72.8254,9.1144,5.0259,104.86,15573712.6582
300274.SZ,20230403,73.5477,9.2048,5.0758,105.9,15728172.5206
300274.SZ,20230404,70.103,8.7736,4.838,100.94,14991517.7925
300274.SZ,20230406,70.1933,8.7849,4.8443,101.07,15010825.2753
300274.SZ,20230407,69.0751,8.645,4.7671,99.46,14771709.5269
300274.SZ,20230410,70.4572,8.818,4.8625,101.45,15067262.5327
300274.SZ,20230411,71.4087,8.937,4.9281,102.82,15270733.6975
300274.SZ,20230412,69.3043,8.6737,4.7829,99.79,14820720.8293
300274.SZ,20230413,69.478,8.6954,4.7949,100.04,14857850.6039
300274.SZ,20230414,70.867,8.8693,4.8907,102.04,15154888.8007
300274.SZ,20230417,71.3114,8.9249,4.9214,102.68,15249941.0237
300274.SZ,20230418,76.3118,9.5507,5.2665,109.88,16319278.5322
