ts_code,trade_date,pe_ttm,pb,ps_ttm,close,total_mv
300274.SZ,20210621,68.6554,14.0449,7.2056,102.8,14977336.518
300274.SZ,20210622,68.1812,13.9479,7.1558,102.09,14873893.8242
300274.SZ,20210623,68.455,14.0039,7.1845,102.5,14933628.3375
300274.SZ,20210624,71.4002,14.6065,7.4937,106.91,15576138.5909
300274.SZ,20210625,73.7912,15.0956,7.7446,110.49,16097722.8782
300274.SZ,20210628,73.0098,14.9357,7.6626,109.32,15927260.9742
300274.SZ,20210629,76.91,15.7336,8.0719,115.16,16778113.5546
300274.SZ,20210630,76.8432,15.7199,8.0649,115.06,16763544.1611
300274.SZ,20210701,72.1282,14.7554,7.5701,108.0,15734944.98
300274.SZ,20210702,70.1847,14.3578,7.3661,105.09,15310975.6292
300274.SZ,20210705,71.9412,14.7171,7.5504,107.72,15694150.6782
300274.SZ,20210706,70.325,14.3865,7.3808,105.3,15341571.3555
300274.SZ,20210707,76.7364,15.6981,8.0537,114.9,16740233.1315
300274.SZ,20210708,79.0405,16.1694,8.2955,118.35,17242877.2073
300274.SZ,20210709,78.8067,16.1216,8.271,118.0,17191884.33
300274.SZ,20210712,79.1206,16.1858,8.3039,118.47,17260360.4795
300274.SZ,20210713,79.4612,16.2555,8.3397,118.98,17334664.3863
300274.SZ,20210714,80.8236,16.5342,8.4827,121.02,17631880.0137
300274.SZ,20210715,87.0881,17.8157,9.1401,130.4,18998489.124
300274.SZ,20210716,84.0828,17.2009,8.8247,125.9,18342866.4165
300274.SZ,20210719,84.8241,17.3526,8.9025,127.01,18504586.6844
300274.SZ,20210720,84.2163,17.2283,8.8387,126.1,18372005.2035
300274.SZ,20210721,92.1504,18.8514,9.6715,137.98,20102849.1513
300274.SZ,20210722,95.5365,19.544,10.0268,143.05,20841517.4018
300274.SZ,20210723,91.6295,18.7448,9.6168,137.2,19989207.882
300274.SZ,20210726,94.902,19.4142,9.9602,142.1,20703108.1635
300274.SZ,20210727,84.1295,17.2105,8.8296,125.97,18353064.992
300274.SZ,20210728,87.3352,17.8663,9.1661,130.77,19052395.88
300274.SZ,20210729,104.7894,21.4369,10.9979,156.92,22860064.0162
300274.SZ,20210730,112.0549,22.9232,11.7605,167.8,24445059.533
300274.SZ,20210802,107.2468,21.9396,11.2559,160.6,23396165.441
300274.SZ,20210803,96.1482,19.6692,10.091,143.98,20974968.2453
300274.SZ,20210804,102.372,20.9424,10.7442,153.3,22332703.3755
300274.SZ,20210805,103.0465,21.0804,10.815,154.31,22479839.9079
300274.SZ,20210806,106.6859,21.8249,11.197,159.76,23273794.4636
300274.SZ,20210809,105.4438,21.5708,11.0666,157.9,23002830.1565
300274.SZ,20210810,103.1466,21.1009,10.8255,154.46,22501691.8681
300274.SZ,20210811,102.2518,20.9178,10.7316,153.12,22306481.0232
300274.SZ,20210812,100.175,20.4929,10.5137,150.01,21853417.0474
300274.SZ,20210813,96.1482,19.6692,10.091,143.98,20974968.2453
300274.SZ,20210816,94.0246,19.2348,9.8682,140.8,20511706.688
300274.SZ,20210817,96.629,19.7675,10.1415,144.7,21079857.6545
300274.SZ,20210818,89.8176,18.3741,9.4266,134.5,19593924.3575
300274.SZ,20210819,91.6006,18.7389,9.6137,137.17,19982889.25
300274.SZ,20210820,92.0213,18.8249,9.6579,137.8,20074667.483
300274.SZ,20210823,96.8293,19.8085,10.1625,145.0,21123561.575
300274.SZ,20210824,98.225,20.094,10.309,147.09,21428032.2212
300274.SZ,20210825,102.806,21.0312,10.7898,153.95,22427395.2033
300274.SZ,20210826,100.2017,20.4984,10.5165,150.05,21859244.2368
300274.SZ,20210827,99.6207,20.3796,10.4555,149.18,21732502.8673
300274.SZ,20210830,104.432,21.3,11.5091,162.38,23655475.3693
300274.SZ,20210831,101.152,20.631,11.1476,157.28,22912508.7208
300274.SZ,20210901,91.3828,18.6385,10.071,142.09,20699633.5462
300274.SZ,20210902,91.9038,18.7447,10.1284,142.9,20817634.1315
300274.SZ,20210903,89.9486,18.3459,9.9129,139.86,20374767.7371
300274.SZ,20210906,90.1609,18.3892,9.9363,140.19,20422842.0497
300274.SZ,20210907,91.325,18.6267,10.0646,142.0,20686522.37
300274.SZ,20210908,87.9228,17.9327,9.6896,136.71,19915876.5719
300274.SZ,20210909,88.8553,18.1229,9.7924,138.16,20127112.1876
300274.SZ,20210910,92.2961,18.8247,10.1716,143.51,20906498.7699
300274.SZ,20210913,86.5272,17.6481,9.5358,134.54,19599751.5469
300274.SZ,20210914,87.0095,17.7465,9.589,135.29,19709011.3482
300274.SZ,20210915,88.5723,18.0652,9.7612,137.72,20063013.1042
300274.SZ,20210916,81.3564,16.5935,8.966,126.5,18428486.4775
300274.SZ,20210917,79.7357,16.2629,8.7874,123.98,18061373.5453
300274.SZ,20210922,79.9736,16.3114,8.8136,124.35,18115275.0473
300274.SZ,20210923,83.2794,16.9857,9.1779,129.49,18864068.8852
300274.SZ,20210924,90.2959,18.4168,9.9512,140.4,20453434.794
300274.SZ,20210927,95.023,19.3809,10.4721,147.75,21524180.8463
300274.SZ,20210928,92.1096,18.7867,10.151,143.22,20864251.6467
300274.SZ,20210929,94.7914,19.3337,10.4466,147.39,21471736.1417
300274.SZ,20210930,95.4281,19.4635,10.5168,148.38,21615959.0793
300274.SZ,20211008,96.5986,19.7023,10.6458,150.2,21881096.197
300274.SZ,20211011,89.402,18.2344,9.8527,139.01,20250939.9624
300274.SZ,20211012,92.2897,18.8234,10.1709,143.5,20905041.9725
300274.SZ,20211013,97.454,19.8767,10.74,151.53,22074850.2446
300274.SZ,20211014,98.6888,20.1286,10.8761,153.45,22354555.3358
300274.SZ,20211015,101.345,20.6703,11.1688,157.58,22956212.6413
300274.SZ,20211018,103.9947,21.2108,11.4609,161.7,23556413.1495
300274.SZ,20211019,103.2229,21.0534,11.3758,160.5,23381597.4675
300274.SZ,20211020,103.1586,21.0402,11.3687,160.4,23367029.494
300274.SZ,20211021,102.8242,20.972,11.3319,159.88,23291276.0318
300274.SZ,20211022,103.1843,15.8686,11.3715,157.37,23372843.9402
300274.SZ,20211025,112.7769,17.3438,12.4287,172.0,25545714.9248
300274.SZ,20211026,111.6622,17.1724,12.3059,170.3,25293228.2075
300274.SZ,20211027,113.1309,17.3982,12.4677,172.54,25625916.5879
300274.SZ,20211028,112.1212,17.243,12.3565,171.0,25397193.3264
300274.SZ,20211029,107.6641,16.5472,10.7129,164.1,24372394.2974
300274.SZ,20211101,108.1562,16.6228,10.7619,164.85,24483785.4962
300274.SZ,20211102,106.3847,16.3506,10.5856,162.15,24082777.1806
300274.SZ,20211103,100.434,15.436,9.9935,153.08,22735686.2831
300274.SZ,20211104,103.931,15.9734,10.3415,158.41,23527306.4025
300274.SZ,20211105,102.2054,15.7082,10.1698,155.78,23136694.5988
300274.SZ,20211108,103.662,15.9321,10.3147,158.0,23466412.5472
300274.SZ,20211109,105.1119,16.1549,10.459,160.21,23794645.2797
300274.SZ,20211110,104.2524,16.0228,10.3735,158.9,23600081.9858
300274.SZ,20211111,105.6171,16.2326,10.5093,160.98,23909006.9104
300274.SZ,20211112,105.4465,16.2064,10.4923,160.72,23870391.2948
300274.SZ,20211115,98.4657,15.1335,9.7977,150.08,22290121.4879
300274.SZ,20211116,96.2482,14.7926,9.577,146.7,21788118.4853
300274.SZ,20211117,99.8238,15.3422,9.9328,152.15,22597561.1966
300274.SZ,20211118,98.1574,15.0861,9.767,149.61,22220316.3366
300274.SZ,20211119,99.4105,15.2787,9.8917,151.52,22503992.5896
300274.SZ,20211122,103.6816,15.9351,10.3167,158.03,23470868.1952
300274.SZ,20211123,102.75,15.7919,10.224,156.61,23259967.5254
300274.SZ,20211124,99.7189,15.3261,9.9224,151.99,22573797.7408
300274.SZ,20211125,97.4226,14.9731,9.6939,148.49,22053972.1464
300274.SZ,20211126,100.2765,15.4118,9.9779,152.84,22700041.0995
300274.SZ,20211129,103.8063,15.9543,10.3291,158.22,23499087.2988
300274.SZ,20211130,105.9451,16.283,10.5419,161.48,23983267.7096
300274.SZ,20211201,104.9741,16.1338,10.4453,160.0,23763455.744
300274.SZ,20211202,103.6488,15.9301,10.3134,157.98,23463442.1152
300274.SZ,20211203,100.375,15.4269,9.9876,152.99,22722319.3392
300274.SZ,20211206,98.5773,15.1506,9.8088,150.25,22315370.1596
300274.SZ,20211207,97.5603,14.9943,9.7076,148.7,22085161.6821
300274.SZ,20211208,98.5445,15.1456,9.8055,150.2,22307944.0797
300274.SZ,20211209,97.1208,14.9268,9.6638,148.03,21985652.2112
300274.SZ,20211210,98.4067,15.1244,9.7918,149.99,22276754.544
300274.SZ,20211213,97.1601,14.9328,9.6678,148.09,21994563.5071
300274.SZ,20211214,97.6653,15.0105,9.718,148.86,22108925.1378
300274.SZ,20211215,97.8228,15.0347,9.7337,149.1,22144570.3214
300274.SZ,20211216,100.1388,15.3906,9.9641,152.63,22668851.5638
300274.SZ,20211217,96.1169,14.7725,9.564,146.5,21758414.1656
300274.SZ,20211220,90.2778,13.875,8.9829,137.6,20436571.9398
300274.SZ,20211221,88.7819,13.6451,8.8341,135.32,20097942.6955
300274.SZ,20211222,90.1465,13.8549,8.9699,137.4,20406867.6202
300274.SZ,20211223,92.4953,14.2159,9.2036,140.98,20938574.9424
300274.SZ,20211224,87.3975,13.4324,8.6963,133.21,19784562.1229
300274.SZ,20211227,89.0312,13.6835,8.8589,135.7,20154380.9029
300274.SZ,20211228,91.0979,14.0011,9.0645,138.85,20622223.9378
300274.SZ,20211229,90.8617,13.9648,9.041,138.49,20568756.1624
300274.SZ,20211230,92.4888,14.2149,9.2029,140.97,20937089.7264
300274.SZ,20211231,95.6577,14.7019,9.5183,145.8,21654449.0467
300274.SZ,20220104,88.8344,13.6532,8.8393,135.4,20109824.4234
300274.SZ,20220105,84.6354,13.0078,8.4215,129.0,19159286.1936
300274.SZ,20220106,85.3571,13.1188,8.4933,130.1,19322659.9518
300274.SZ,20220107,84.1761,12.9373,8.3758,128.3,19055321.0747
300274.SZ,20220110,81.683,12.5541,8.1277,124.5,18490939.0008
300274.SZ,20220111,79.3736,12.1991,7.8979,120.98,17968142.9744
300274.SZ,20220112,82.3325,12.6539,8.1924,125.49,18637975.3832
300274.SZ,20220113,80.7317,12.4079,8.0331,123.05,18275582.6831
300274.SZ,20220114,81.0925,12.4633,8.069,123.6,18357269.5622
300274.SZ,20220117,81.8142,12.5743,8.1408,124.7,18520643.3205
300274.SZ,20220118,81.9126,12.5894,8.1506,124.85,18542921.5602
300274.SZ,20220119,79.1964,12.1719,7.8803,120.71,17928042.1429
300274.SZ,20220120,80.2134,12.3282,7.9815,122.26,18158250.6204
300274.SZ,20220121,81.8601,12.5813,8.1454,124.77,18531039.8324
300274.SZ,20220124,86.3215,13.267,8.5893,131.57,19540986.7015
300274.SZ,20220125,82.6737,12.7063,8.2263,126.01,18715206.6144
300274.SZ,20220126,84.9306,13.0532,8.4509,129.45,19226120.9129
300274.SZ,20220127,72.8258,11.1928,7.2464,111.0,16485897.4224
300274.SZ,20220128,74.7875,11.4943,7.4416,113.99,16929977.0016
300274.SZ,20220207,74.0658,11.3834,7.3698,112.89,16766603.2434
300274.SZ,20220208,70.2802,10.8016,6.9931,107.12,15909633.6206
300274.SZ,20220209,70.2343,10.7945,6.9885,107.05,15899237.1087
300274.SZ,20220210,66.3305,10.1945,6.6001,101.1,15015533.5982
300274.SZ,20220211,63.4437,9.7508,6.3129,96.7,14362038.5653
300274.SZ,20220214,62.7089,9.6379,6.2398,95.58,14195694.3751
300274.SZ,20220215,67.1113,10.3145,6.6778,102.29,15192274.3003
300274.SZ,20220216,67.131,10.3175,6.6798,102.32,15196729.9483
300274.SZ,20220217,70.5951,10.85,7.0245,107.6,15980923.9878
300274.SZ,20220218,69.506,10.6826,6.9161,105.94,15734378.1345
300274.SZ,20220221,69.5782,10.6937,6.9233,106.05,15750715.5103
300274.SZ,20220222,70.6279,10.855,7.0277,107.65,15988350.0678
300274.SZ,20220223,73.3769,11.2775,7.3013,111.84,16610655.5651
300274.SZ,20220224,76.1719,11.7071,7.5794,116.1,17243357.5742
300274.SZ,20220225,76.8673,11.814,7.6486,117.16,17400790.4685
300274.SZ,20220228,79.4523,12.2112,7.9058,121.1,17985965.5662
300274.SZ,20220301,80.5939,12.3867,8.0194,122.84,18244393.1475
300274.SZ,20220302,82.0635,12.6126,8.1656,125.08,18577081.5279
300274.SZ,20220303,80.2396,12.3322,7.9841,122.3,18164191.4843
300274.SZ,20220304,79.8,12.2647,7.9404,121.63,18064682.0134
300274.SZ,20220307,81.3025,12.4956,8.0899,123.92,18404796.4737
300274.SZ,20220308,83.2576,12.7961,8.2844,126.9,18847390.837
300274.SZ,20220309,80.1543,12.3191,7.9756,122.17,18144883.6765
300274.SZ,20220310,84.642,13.0089,8.4222,129.01,19160771.4096
300274.SZ,20220311,83.0083,12.7578,8.2596,126.52,18790952.6296
300274.SZ,20220314,78.724,12.0993,7.8333,119.99,17821106.592
300274.SZ,20220315,79.4654,12.2133,7.9071,121.12,17988935.9982
300274.SZ,20220316,80.8826,12.4311,8.0481,123.28,18309742.6508
300274.SZ,20220317,78.0483,11.9955,7.7661,118.96,17668129.3457
300274.SZ,20220318,79.5507,12.2264,7.9156,121.25,18008243.806
300274.SZ,20220321,77.0051,11.8351,7.6623,117.37,17431980.0042
300274.SZ,20220322,74.407,11.4358,7.4037,113.41,16843834.4745
300274.SZ,20220323,75.273,11.5689,7.4899,114.73,17039882.9844
300274.SZ,20220324,74.0002,11.3733,7.3633,112.79,16751751.0835
300274.SZ,20220325,71.4218,10.977,7.1067,108.86,16168061.2018
300274.SZ,20220328,70.3983,10.8197,7.0049,107.3,15936367.5083
300274.SZ,20220329,71.7564,11.0284,7.14,109.37,16243807.217
300274.SZ,20220330,73.4228,11.2846,7.3058,111.91,16621052.0769
300274.SZ,20220331,70.372,10.8157,7.0023,107.26,15930426.6444
300274.SZ,20220401,69.237,10.6412,6.8893,105.53,15673484.2792
300274.SZ,20220406,67.3015,10.3438,6.6967,102.58,15235345.5639
300274.SZ,20220407,66.4946,10.2197,6.6164,101.35,15052663.9978
300274.SZ,20220408,66.5995,10.2359,6.6269,101.51,15076427.4536
300274.SZ,20220411,63.2404,9.7196,6.2926,96.39,14315996.8698
300274.SZ,20220412,63.5094,9.7609,6.3194,96.8,14376890.7251
300274.SZ,20220413,62.6564,9.6298,6.2345,95.5,14183812.6472
300274.SZ,20220414,57.8014,8.8837,5.7514,88.1,13084752.819
300274.SZ,20220415,55.4591,8.5237,5.5184,84.53,12554530.7128
300274.SZ,20220418,57.6308,8.8574,5.7345,87.84,13046137.2035
300274.SZ,20220419,59.1136,9.0853,5.882,90.1,13381796.0158
300274.SZ,20220420,66.6216,6.652,4.2218,72.08,10705436.8127
300274.SZ,20220421,59.5972,5.9506,3.7767,64.48,9576672.6648
300274.SZ,20220422,60.2164,6.0125,3.8159,65.15,9676182.1358
300274.SZ,20220425,54.4397,5.4357,3.4498,58.9,8747922.1458
300274.SZ,20220426,53.2382,5.3157,3.3737,57.6,8554844.0678
300274.SZ,20220427,57.1293,5.7042,3.6203,61.81,9180119.9971
300274.SZ,20220428,56.3437,5.6258,3.5705,60.96,9053876.6385
300274.SZ,20220429,58.4141,5.8325,3.7017,63.2,9386565.0189
300274.SZ,20220505,58.8023,5.8713,3.7263,63.62,9448944.0902
300274.SZ,20220506,57.6377,5.755,3.6525,62.36,9261806.8762
300274.SZ,20220509,58.9779,5.8888,3.7374,63.81,9477163.1939
300274.SZ,20220510,62.2591,6.2164,3.9453,67.36,10004414.8682
300274.SZ,20220511,66.4553,6.6354,4.2113,71.9,10678702.925
300274.SZ,20220512,66.3998,6.6299,4.2077,71.84,10669791.6291
300274.SZ,20220513,66.0856,6.5985,4.1878,71.5,10619294.2856
300274.SZ,20220516,67.472,6.7369,4.2757,73.0,10842076.6832
300274.SZ,20220517,69.0802,6.8975,4.3776,74.74,11100504.2644
300274.SZ,20220518,71.1783,7.107,4.5105,77.01,11437648.2928
300274.SZ,20220519,76.0862,7.597,4.8216,82.32,12226297.9803
300274.SZ,20220520,78.7389,7.8619,4.9897,85.19,12652554.9677
300274.SZ,20220523,76.1139,7.5998,4.8233,82.35,12230753.6282
300274.SZ,20220524,71.7329,7.1624,4.5457,77.61,11526761.2518
300274.SZ,20220525,73.1932,7.3082,4.6382,79.19,11761425.3773
300274.SZ,20220526,72.5555,7.2445,4.5978,78.5,11658945.4744
300274.SZ,20220527,71.853,7.1743,4.5533,77.74,11546069.0596
300274.SZ,20220530,70.5406,7.0433,4.4701,76.32,11335168.3899
300274.SZ,20220531,73.9049,7.3792,4.6833,79.96,11875787.0081
300274.SZ,20220601,74.6813,7.4567,4.7325,80.8,12000545.1507
300274.SZ,20220602,78.5632,7.8443,4.9785,85.0,12624335.864
300274.SZ,20220606,85.1256,8.4996,5.3944,92.1,13678839.2126
300274.SZ,20220607,87.8892,8.7755,5.5695,95.09,14122918.7919
300274.SZ,20220608,85.865,8.5734,5.4412,92.9,13797656.4914
300274.SZ,20220609,84.8113,8.4682,5.3745,91.76,13628341.8692
300274.SZ,20220610,86.0036,8.5873,5.45,93.05,13819934.7311
300274.SZ,20220613,83.0829,8.2956,5.2649,89.89,13350606.4802
300274.SZ,20220614,81.3638,8.124,5.156,88.03,13074356.3072
300274.SZ,20220615,80.153,8.0031,5.0793,86.72,12879793.0132
300274.SZ,20220616,83.2863,8.3159,5.2778,90.11,13383281.2318
300274.SZ,20220617,83.619,8.3492,5.2989,90.47,13436749.0072
300274.SZ,20220620,86.133,8.6002,5.4582,93.19,13840727.7549
300274.SZ,20220621,81.2159,8.1092,5.1466,87.87,13050592.8514
300274.SZ,20220622,86.4843,8.6352,5.4805,93.57,13897165.9623
300274.SZ,20220623,85.3567,8.5227,5.409,92.35,13715969.6122
300274.SZ,20220624,88.1849,8.805,5.5883,95.41,14170445.7033
300274.SZ,20220627,87.2329,8.71,5.5279,94.38,14017468.457
300274.SZ,20220628,89.7192,9.0501,5.6855,97.07,14416991.5567
300274.SZ,20220629,85.1256,8.5867,5.3944,92.1,13678839.2126
300274.SZ,20220630,90.8099,9.1601,5.7546,98.25,14592247.0428
300274.SZ,20220701,88.6748,8.9448,5.6193,95.94,14249162.1505
300274.SZ,20220704,86.2717,8.7024,5.467,93.34,13863005.9947
300274.SZ,20220705,81.2714,8.198,5.1501,87.93,13059504.1473
300274.SZ,20220706,85.4491,8.6194,5.4149,92.45,13730821.7721
300274.SZ,20220707,102.5389,10.3433,6.4979,110.94,16476986.1265
300274.SZ,20220708,96.5866,9.7428,6.1207,104.5,15520507.0328
300274.SZ,20220711,103.6573,10.4561,6.5687,112.15,16656697.2606
300274.SZ,20220712,107.1233,10.8057,6.7884,115.9,17213653.2546
300274.SZ,20220713,106.7536,10.7684,6.7649,115.5,17154244.6152
300274.SZ,20220714,116.4585,11.7473,7.3799,126.0,18713721.3984
300274.SZ,20220715,115.6728,11.6681,7.3302,125.15,18587478.0398
300274.SZ,20220718,116.976,11.7996,7.4127,126.56,18796893.4935
300274.SZ,20220719,111.4489,11.242,7.0625,120.58,17908734.3351
300274.SZ,20220720,111.5579,11.2531,7.0694,120.7,17926255.1769
300274.SZ,20220721,107.7407,10.8681,6.8275,116.57,17312871.3005
300274.SZ,20220722,105.578,10.6499,6.6904,114.23,16965336.6102
300274.SZ,20220725,102.491,10.3385,6.4948,110.89,16469282.8216
300274.SZ,20220726,102.3153,10.3208,6.4837,110.7,16441064.1929
300274.SZ,20220727,110.6799,11.1645,7.0138,119.75,17785162.0334
300274.SZ,20220728,115.255,11.626,7.3037,124.7,18520331.5705
300274.SZ,20220729,114.4786,11.5477,7.2545,123.86,18395575.5278
300274.SZ,20220801,118.342,11.9374,7.4993,128.04,19016385.3591
300274.SZ,20220802,120.0611,12.1108,7.6082,129.9,19292630.8822
300274.SZ,20220803,111.0958,11.2065,7.0401,120.2,17851995.6277
300274.SZ,20220804,109.1364,11.0088,6.9159,118.08,17537135.1391
300274.SZ,20220805,106.6594,10.759,6.759,115.4,17139103.9554
300274.SZ,20220808,109.5985,11.0555,6.9452,118.58,17611394.6883
300274.SZ,20220809,118.4436,11.9477,7.5057,128.15,19032722.46
300274.SZ,20220810,119.0444,12.0083,7.5438,128.8,19129259.8739
300274.SZ,20220811,116.6413,11.7659,7.3915,126.2,18743110.2181
300274.SZ,20220812,114.0349,11.503,7.2264,123.38,18324286.3606
300274.SZ,20220815,121.0593,12.2115,7.6715,130.98,19453031.5084
300274.SZ,20220816,121.5399,12.26,7.702,131.5,19530261.4396
300274.SZ,20220817,124.7748,12.5863,7.9069,135.0,20050078.284
300274.SZ,20220818,129.4331,13.0562,8.2021,140.04,20798614.5399
300274.SZ,20220819,127.8896,12.9005,8.1043,138.37,20550587.6456
300274.SZ,20220822,129.3037,13.0432,8.1939,139.9,20777821.8662
300274.SZ,20220823,133.7401,13.4907,8.4751,144.7,21490713.5385
300274.SZ,20220824,126.2351,12.7336,7.9995,136.58,20284738.4595
300274.SZ,20220825,122.3255,12.3393,7.7517,132.35,19656502.6732
300274.SZ,20220826,121.6786,12.274,7.7107,131.65,19552539.3044
300274.SZ,20220829,113.7015,12.3462,6.958,132.15,19626798.8536
300274.SZ,20220830,109.5113,11.8912,6.7016,127.28,18903510.8444
300274.SZ,20220831,95.8482,10.4076,5.8654,111.4,16545027.5618
300274.SZ,20220901,96.1924,10.445,5.8865,111.8,16604435.2011
300274.SZ,20220902,93.4907,10.1516,5.7212,108.66,16138085.2321
300274.SZ,20220905,100.6406,10.928,6.1587,116.97,17372278.9398
300274.SZ,20220906,105.4761,11.453,6.4546,122.59,18206956.2729
300274.SZ,20220907,105.1061,11.4128,6.432,122.16,18143093.0605
300274.SZ,20220908,104.4436,11.3409,6.3914,121.39,18028733.3548
300274.SZ,20220909,103.4197,11.2297,6.3288,120.2,17851995.6277
300274.SZ,20220913,101.8366,11.0578,6.2319,118.36,17578720.4866
300274.SZ,20220914,101.1655,10.985,6.1908,117.58,17462875.5899
300274.SZ,20220915,92.5787,10.0526,5.6654,107.6,15980654.9878
300274.SZ,20220916,94.7211,10.2852,5.7965,110.09,16350467.5429
300274.SZ,20220919,94.1447,10.2226,5.7612,109.42,16250959.7469
300274.SZ,20220920,98.2143,10.6645,6.0102,114.15,16953455.0824
300274.SZ,20220921,97.0528,10.5384,5.9392,112.8,16752954.2995
300274.SZ,20220922,98.2143,10.6645,6.0102,114.15,16953455.0824
300274.SZ,20220923,97.1819,10.5524,5.9471,112.95,16775232.1643
300274.SZ,20220926,103.2649,11.2129,6.3193,120.02,17825262.19
300274.SZ,20220927,102.3873,11.1176,6.2656,119.0,17673772.7096
300274.SZ,20220928,97.4572,10.5823,5.9639,113.27,16822758.2758
300274.SZ,20220929,97.6551,10.6038,5.976,113.5,16856917.6684
300274.SZ,20220930,95.1771,10.3347,5.8244,110.62,16429182.665
300274.SZ,20221010,96.7344,10.5038,5.9197,112.43,16698002.2331
300274.SZ,20221011,100.3223,10.8934,6.1392,116.6,17317326.8734
300274.SZ,20221012,108.41,11.7716,6.6342,126.0,18713406.3984
300274.SZ,20221013,110.0448,11.9491,6.7342,127.9,18995592.6854
300274.SZ,20221014,113.5552,12.3303,6.949,131.98,19601550.6068
300274.SZ,20221017,111.0601,12.0593,6.7963,129.08,19170845.2215
300274.SZ,20221018,115.9557,12.5909,7.0959,134.77,20015918.8914
300274.SZ,20221019,113.8305,12.3602,6.9659,132.3,19649076.7183
300274.SZ,20221020,110.1308,11.9584,6.7395,128.0,19010444.5952
300274.SZ,20221021,113.5638,12.3312,6.9496,131.99,19603035.7978
300274.SZ,20221024,108.41,11.7716,6.6342,126.0,18713406.3984
300274.SZ,20221025,111.5591,12.1135,6.8269,129.66,19256986.2985
300274.SZ,20221026,114.1747,12.3975,6.9869,132.7,19708484.3577
300274.SZ,20221027,92.3826,11.562,6.3756,133.02,19756010.4692
300274.SZ,20221028,89.681,11.2239,6.1892,129.13,19178271.1764
300274.SZ,20221031,90.9242,11.3795,6.275,130.92,19444120.3625
300274.SZ,20221101,93.7508,11.7332,6.47,134.99,20048593.093
300274.SZ,20221102,92.4243,11.5672,6.3785,133.08,19764921.6151
300274.SZ,20221103,94.105,11.7776,6.4945,135.5,20124337.8332
300274.SZ,20221104,96.8135,12.1166,6.6814,139.4,20703562.317
300274.SZ,20221107,93.1049,11.6524,6.4255,134.06,19910470.3315
300274.SZ,20221108,89.5213,11.2039,6.1781,128.9,19144111.7838
300274.SZ,20221109,87.5211,10.9536,6.0401,126.02,18716376.7804
300274.SZ,20221110,84.7987,10.6129,5.8522,122.1,18134181.9146
300274.SZ,20221111,85.8196,10.7406,5.9227,123.57,18352504.9893
300274.SZ,20221114,80.5344,10.0792,5.5579,115.96,17222274.6505
300274.SZ,20221115,82.6388,10.3425,5.7032,118.99,17672287.5186
300274.SZ,20221116,80.4927,10.074,5.555,115.9,17213363.5046
300274.SZ,20221117,79.9024,10.0001,5.5143,115.05,17087122.2709
300274.SZ,20221118,79.7913,9.9862,5.5066,114.89,17063359.2152
300274.SZ,20221121,79.7288,9.9783,5.5023,114.8,17049992.4963
300274.SZ,20221122,77.0063,9.6376,5.3144,110.88,16467797.6306
300274.SZ,20221123,81.8192,10.24,5.6466,117.81,17497034.9825
300274.SZ,20221124,82.6665,10.346,5.7051,119.03,17678228.2826
300274.SZ,20221125,79.0968,9.8992,5.4587,113.89,16914840.1168
300274.SZ,20221128,81.1942,10.1617,5.6035,116.91,17363367.7939
300274.SZ,20221129,79.6316,9.9662,5.4956,114.66,17029199.8225
300274.SZ,20221130,79.8677,9.9957,5.5119,115.0,17079696.316
300274.SZ,20221201,80.4997,10.0748,5.5555,115.91,17214848.6955
300274.SZ,20221202,83.4027,10.4381,5.7559,120.09,17835658.5269
300274.SZ,20221205,75.409,9.4377,5.2042,108.58,16126203.7043
300274.SZ,20221206,73.2074,9.1622,5.0523,105.41,15655398.1623
300274.SZ,20221207,73.7075,9.2248,5.0868,106.13,15762331.9132
300274.SZ,20221208,74.4645,9.3195,5.139,107.22,15924217.7304
300274.SZ,20221209,74.1728,9.283,5.1189,106.8,15861839.7091
300274.SZ,20221212,72.8671,9.1196,5.0288,104.92,15582623.8041
300274.SZ,20221213,69.9433,8.7536,4.827,100.71,14957358.3999
300274.SZ,20221214,68.3459,8.5537,4.7168,98.41,14615764.4735
300274.SZ,20221215,69.6794,8.7206,4.8088,100.33,14900921.1425
300274.SZ,20221216,68.0612,8.5181,4.6971,98.0,14554871.6432
300274.SZ,20221219,67.582,8.4581,4.664,97.31,14452393.4653
300274.SZ,20221220,67.4708,8.4442,4.6564,97.15,14428630.4096
300274.SZ,20221221,66.311,8.2991,4.5763,95.48,14180603.5152
300274.SZ,20221222,65.4151,8.1869,4.5145,94.19,13989013.8783
300274.SZ,20221223,63.5886,7.9583,4.3884,91.56,13598408.6495
300274.SZ,20221226,70.478,8.8206,4.8639,101.48,15071718.1056
300274.SZ,20221227,74.5617,9.3317,5.1457,107.36,15945010.4042
300274.SZ,20221228,75.7771,9.4838,5.2296,109.11,16204918.8264
300274.SZ,20221229,75.5271,9.4525,5.2124,108.75,16151451.951
300274.SZ,20221230,77.6453,9.7176,5.3585,111.8,16604435.2011
300274.SZ,20230103,80.2913,10.0487,5.5411,115.61,17170292.966
300274.SZ,20230104,77.9578,9.7567,5.3801,112.25,16671268.7954
300274.SZ,20230105,79.1107,9.901,5.4597,113.91,16917810.4987
300274.SZ,20230106,83.4097,10.439,5.7564,120.1,17837143.7178
300274.SZ,20230109,83.6875,10.4738,5.7755,120.5,17896551.3572
300274.SZ,20230110,84.6736,10.5972,5.8436,121.92,18107448.4769
