ts_code,symbol,name,industry,area,list_date,main_business,chairman,manager,employees,website
600298.SH,600298,安琪酵母,食品,湖北,20000818,"主要产品:公司主要产品包括:酵母及深加工产品,保健食品,特殊营养食品,烘焙原料,食品添加剂,乳制品,调味品等.",熊涛,肖明华,12196,www.angelyeast.com
