ts_code,ann_date,end_date,n_cashflow_act,free_cashflow
600600.SH,20260327,20251231,4592509302.0,2362339819.7394
600600.SH,20250331,20241231,5154661132.0,8663847097.5329
600600.SH,20240327,20231231,2777567140.0,3710224244.8381
600600.SH,20230323,20221231,4878771322.0,4246320333.3011
600600.SH,20220329,20211231,6043111455.0,-2954161698.8436
600600.SH,20210329,20201231,4953422362.0,3166203196.9811
600600.SH,20200330,20191231,4016552579.0,2351418679.1581
600600.SH,20190329,20181231,3992008401.0,2328140601.2457
