ts_code,ann_date,end_date,total_revenue,n_income_attr_p,sell_exp,admin_exp,fin_exp,rd_exp
600600.SH,20260327,20251231,32473493664.0,4588101137.0,4483945021.0,1463706116.0,-401589168.0,121846041.0
600600.SH,20250331,20241231,32137830111.0,4344983858.0,4602519864.0,1406578781.0,-567771603.0,102766675.0
600600.SH,20240327,20231231,33936522741.0,4267851406.0,4708402798.0,1519063042.0,-457124855.0,100637006.0
600600.SH,20230323,20221231,32171565624.0,3710628593.0,4199502747.0,1473368004.0,-420805540.0,62954899.0
600600.SH,20220329,20211231,30166805377.0,3155455810.0,4096874125.0,1692545246.0,-243187765.0,30890245.0
600600.SH,20210329,20201231,27759710926.0,2201323556.0,4984549837.0,1678050722.0,-470921460.0,21467092.0
600600.SH,20200330,20191231,27983760363.0,1852103376.0,5103505734.0,1881053486.0,-484172216.0,21088710.0
600600.SH,20190329,20181231,26575255205.0,1422199705.0,4868834502.0,1386380042.0,-497115822.0,19755502.0
