ts_code,ann_date,end_date,total_assets,total_liab,total_cur_assets,total_cur_liab,money_cap,inventories,accounts_receiv,st_borr,lt_borr,bond_payable
600600.SH,20260327,20251231,52131585698.0,20619389821.0,24203781228.0,16600574628.0,12859566861.0,3236740516.0,126983141.0,,,
600600.SH,20250331,20241231,51420385832.0,21560843821.0,25188915561.0,17522331299.0,17978772896.0,3576387537.0,102420347.0,,,
600600.SH,20240327,20231231,49256011349.0,21001264174.0,29611925530.0,16918479692.0,19282104642.0,3539828305.0,100391321.0,,,
600600.SH,20230323,20221231,50311699796.0,24039387261.0,32002483239.0,19671788734.0,17854931855.0,4152187132.0,119599728.0,225411423.0,,
600600.SH,20220329,20211231,46563004491.0,22769313149.0,28958619410.0,18258643516.0,14597590313.0,3492997857.0,124729816.0,245780575.0,,
600600.SH,20210329,20201231,41514185835.0,20146133669.0,24628119678.0,15509945598.0,18466880608.0,3281033526.0,119506428.0,703273054.0,,
600600.SH,20200330,20191231,37312383547.0,17399012691.0,21001818050.0,13353780994.0,15301983408.0,3181769333.0,151069427.0,270906631.0,209180.0,
600600.SH,20190329,20181231,34075265005.0,15385313618.0,17760305197.0,12086870134.0,12535737018.0,2651224726.0,110705784.0,296155600.0,630480.0,
