ts_code,end_date,ann_date,roe,roic,grossprofit_margin,netprofit_margin,debt_to_assets,rn,name
000729.SZ,20250930,20251021,11.6198,11.3874,47.1903,15.3162,32.5525,1,燕京啤酒
002461.SZ,20250930,20251024,8.7464,6.3663,51.5084,18.8468,32.4611,1,珠江啤酒
600132.SH,20250930,20251031,77.8526,70.8058,50.1687,19.0133,67.9181,1,重庆啤酒
600600.SH,20250930,20251028,17.4666,16.5718,43.656,18.3958,37.3458,1,青岛啤酒
600809.SH,20250930,20251031,31.0185,30.4203,76.0997,34.777,27.9976,1,山西汾酒
603369.SH,20250930,20251031,15.9507,14.417,73.7622,28.7034,32.56,1,今世缘
