ts_code,symbol,name,industry,area,list_date,main_business,chairman,manager,employees,website
600600.SH,600600,青岛啤酒,啤酒,山东,19930827,主要产品:啤酒.,姜宗祥,姜宗祥,29870,www.tsingtao.com.cn
