ts_code,symbol,name,area,industry,market,list_date,fullname,enname,exchange,curr_type,list_status
688390.SH,688390,固德威,江苏,电气设备,科创板,20200904,固德威技术股份有限公司,"GoodWe Technologies Co., Ltd.",SSE,CNY,L
