end_date,total_revenue,n_income_attr_p,oper_cost,rd_exp,n_cashflow_act,c_pay_acq_const_fiolta,free_cashflow,grossprofit_margin,netprofit_margin,roe_waa,debt_to_assets,ocf_to_or,invturn_days,arturn_days,total_revenue_亿,n_income_attr_p_亿,oper_cost_亿,rd_exp_亿,n_cashflow_act_亿,c_pay_acq_const_fiolta_亿,free_cashflow_亿,营收同比,归母同比
20211231,2678113764.75,279535000.04,1830169171.82,188465218.24,296059990.52,318657906.23,339369794.7072,31.662,10.3981,18.12,54.8339,0.1105,118.7688,30.8132,26.7811376475,2.7953500004,18.3016917182,1.8846521824,2.9605999051999996,3.1865790623000003,3.393697947072,,
20221231,4710236539.05,649288216.9,3181528931.53,347822537.83,874499725.85,486022042.09,440801987.9339,32.455,13.5079,33.18,60.6618,0.1857,138.2223,36.2794,47.102365390500005,6.492882169,31.815289315300003,3.4782253783,8.7449972585,4.8602204209,4.408019879339,0.758788816609401,1.3227439025778174
20231231,7352680892.17,852097089.84,5091010602.57,469576082.32,1034080763.77,565301506.53,167673189.2799,30.7598,11.7811,32.53,56.9676,0.1406,126.6045,32.0818,73.5268089217,8.5209708984,50.910106025699996,4.6957608232,10.3408076377,5.6530150653,1.676731892799,0.561000351301455,0.31235569607023317
20241231,6737855272.32,-61810412.84,5326256670.86,551295106.55,-792969094.84,495325681.44,-1694616627.97,20.9503,-0.0524,-2.16,63.362,-0.1177,160.5566,40.8358,67.3785527232,-0.6181041284000001,53.2625667086,5.512951065499999,-7.9296909484,4.9532568143999995,-16.9461662797,-0.08361924430920686,-1.0725391666947321
20251231,8889189182.21,134913396.53,6976813725.58,613698670.8,644644798.52,126254855.51,760049322.18,21.5135,1.8274,4.87,69.497,0.0725,136.695,57.0171,88.89189182209999,1.3491339653,69.7681372558,6.136986707999999,6.4464479852,1.2625485551,7.6004932218,0.3192906085008924,-3.1826969005890886
