ts_code,end_date,bz_item,bz_code,bz_sales,bz_profit,bz_cost,curr_type,收入亿元,毛利亿元,毛利率,收入占比
688390.SH,20251231,中国大陆,D,5249854897.16,713040894.07,4536814003.09,CNY,52.4985489716,7.130408940700001,0.1358210670652501,0.5905887240724468
688390.SH,20251231,国外,D,3639334285.05,1199334562.56,2439999722.49,CNY,36.393342850500005,11.9933456256,0.32954778776072846,0.40941127592755333
