ts_code,ann_date,end_date,total_assets,total_liab,total_cur_assets,total_cur_liab,money_cap,inventories,accounts_receiv,st_borr,lt_borr,bond_payable
603501.SH,20260331,20251231,43600508995.65,15446649874.69,26466551040.77,12586070176.86,12820808745.16,8598421264.33,3943876335.94,2078985512.66,1617721215.79,
603501.SH,20250416,20241231,38964573303.84,14762183202.89,21804221313.42,7595427501.35,10185347668.42,6956198221.34,3963932711.09,1085629854.18,3471950000.0,2523927350.23
603501.SH,20240427,20231231,37743164482.5,16248476852.13,20264205580.44,9068650783.27,9085874262.92,6321611109.99,4031470989.6,2671449803.11,2977396365.0,2443919784.69
603501.SH,20230408,20221231,35190162215.72,17089931593.5,19613323345.15,10373241806.07,4026146411.11,12356297263.39,2501906103.78,3632355345.64,2749776000.0,2346778083.2
603501.SH,20220419,20211231,32079927549.91,15775552804.72,20295663538.81,8699730383.09,7670875781.98,8781347361.16,2878259522.52,2386664351.51,3447983828.34,2249715562.55
603501.SH,20210416,20201231,22647992328.94,11122941877.84,13913205439.58,6844987058.06,5455675941.43,5273716420.14,2526000314.56,2511395261.61,3181591112.44,
603501.SH,20200410,20191231,17476223432.68,9520846719.87,10880667208.76,7605520673.95,3160602035.94,4366449569.25,2539895677.47,1654183276.49,928000000.0,
603501.SH,20190328,20181231,4599872273.92,2955488671.47,2583824030.39,2908197918.55,440742511.46,918752994.71,882660990.59,1599704838.08,42000000.0,
