ts_code,ann_date,end_date,total_revenue,n_income_attr_p,sell_exp,admin_exp,fin_exp,rd_exp
603501.SH,20260331,20251231,28854805517.49,4045416530.33,564341702.89,696392890.54,-73679924.87,2842872872.68
603501.SH,20250416,20241231,25730639138.12,3323242749.9,556748830.55,748445193.45,-12924592.39,2622086780.18
603501.SH,20240427,20231231,21020641622.86,555623916.73,467329222.72,623053285.91,456810550.3,2234134605.38
603501.SH,20230408,20221231,20078179456.15,990063720.99,516283994.85,764850313.62,593953944.66,2495586864.04
603501.SH,20220419,20211231,24103509570.58,4476187473.66,515309962.99,685326403.3,355538335.08,2110218107.86
603501.SH,20210416,20201231,19823965431.66,2706109337.61,371369710.87,775939742.2,275458044.64,1726871031.07
603501.SH,20200410,20191231,13631670629.57,465632238.67,401514103.29,730619366.76,274482162.05,1282484374.31
603501.SH,20190328,20181231,3963509424.61,138804364.26,86423763.24,445002690.75,52872368.22,127344491.2
