ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv
000513.SZ,20260303,34.38,1.2942,2.2287,1.59,14.8107,14.2482,2.2845,2.5843,2.5768,3.2261,3.2261,88790.7171,56813.9794,32993.217,3052624.8539,1953264.6118
