ts_code,name,industry,area,market,list_date,list_status,trade_date,close,pe_ttm,pb,ps_ttm,dv_ttm,total_mv,total_share,valuation_trade_days,valuation_window_start,valuation_window_end,pe_median_window,pb_median_window,pe_percentile_window,pb_percentile_window,indicator_ann_date,indicator_end_date,grossprofit_margin,netprofit_margin,roic,roic_yearly,roe,roe_yearly,debt_to_assets,ocf_to_profit,or_yoy,dt_netprofit_yoy,q_dtprofit,q_sales_yoy,balance_ann_date,balance_end_date,total_assets,total_liab,money_cap,st_borr,lt_borr,nca_within_1y,bond_payable,goodwill,total_hldr_eqy_exc_min_int,accounts_receiv,inventories,cash_ann_date,cash_end_date,n_cashflow_act,free_cashflow,n_cashflow_inv_act,n_cash_flows_fnc_act,audit_latest_end_date,audit_latest_ann_date,audit_result,audit_agency,industry_roic_avg,data_trade_date,data_finance_end_date,debt_ratio_pct,goodwill_to_equity_pct,interest_debt_yi,short_debt_yi,money_cap_yi,cash_cover_short_debt,interest_debt_to_equity_pct,roe_avg_5y,roic_avg_5y,gross_margin_avg_5y,net_margin_avg_5y,revenue_cagr_5y,dt_profit_cagr_5y,dt_profit_positive_years,ocf_positive_years,fcf_positive_years,ocf_5y_yi,net_income_5y_yi,dt_profit_5y_yi,fcf_5y_yi,ocf_net_income_ratio_5y,ocf_dt_profit_ratio_5y,dividend_5y_yi,dividend_years,dividend_payout_mean_pct,dividend_ocf_cover,fcf_yield_pct,ar_risk_flag,inventory_risk_flag,exclude_reason_count,exclude_reasons,risk_flags,stable_value_ok,high_quality_growth_ok,high_dividend_ok,turnaround_ok,turnaround_evidence,turnaround_risks,financial_quality_score,cashflow_quality_score,balance_sheet_score,growth_industry_score,valuation_margin_score,total_score
603259.SH,药明康德,化学制药,江苏,主板,20180508,L,20260430,109.55,16.2379,3.8811,6.7763,1.5473,32687059.633,298375.7155,48.0,20260128,20260430,17.364449999999998,3.9184,33.33333333333333,37.5,20260428,20260331,50.4026,37.5571,4.914,19.656,5.6749,22.6996,21.0799,64.0401,28.8068,83.56,4275624429.82,28.8068,20260428,20260331,107414481341.25,22642851932.35,35905237313.79,5977731732.75,1818800000.0,1399386889.12,,863384053.29,84221755533.76,7700936967.37,9965880371.58,20260428,20260331,3595810326.53,1819961008.1031,-5348368809.29,-74979482.37,20241231,20250318,标准无保留意见,德勤华永会计师事务所,5.516894594594595,20260430,20260331,21.079887599526625,1.0251318650605845,91.95918621869998,73.7711862187,359.0523731379,4.867108576422553,10.918697388329607,19.654000000000003,17.143259999999998,40.775459999999995,27.201099999999997,18.693796611193015,34.353176586034515,5,5,4,582.0190688515,521.1850828073,453.0017040408,235.71973016526303,1.1167224236667044,1.2848054734890797,104.06269379381939,5,30.009070359681786,5.592965621326901,3.825419747491364,False,True,0,,存货增速连续高于营收；大股东质押比例：本地库缺失，需二次核验,False,True,False,False,毛利率或净利率出现修复；经营现金流未明显恶化；估值仍处于可接受的偏低位置,存货增速连续高于营收,23.39,22.98,17.86,14.74,8.68,85.64
688617.SH,惠泰医疗,医疗保健,深圳,科创板,20210107,L,20260430,237.87,38.6996,11.2959,12.3175,0.5073,3354960.7971,14104.1779,48.0,20260128,20260430,42.43355,11.277000000000001,2.083333333333333,56.25,20260424,20260331,72.4263,32.0649,7.2539,29.0156,7.575,30.3,12.3422,72.3518,24.7754,24.72,225164622.94,24.7754,20260424,20260331,3430505030.14,423401210.04,994964947.76,,,,,48133117.11,2969091600.66,57729733.64,480364106.98,20260424,20260331,192196941.52,78221376.8843,-104176945.95,-350674255.9,20241231,20250423,标准无保留意见,立信会计师事务所,4.287561111111111,20260430,20260331,12.342241341145064,1.62113951281599,0.0,0.0,9.9496494776,,0.0,25.52138,23.57668,71.42960000000001,29.24934,32.883888031347944,47.39014112471986,5,5,3,29.4905253485,25.9365334743,23.916138198400002,5.260719577399,1.1370264795687357,1.2330805711129786,5.135015053,5,28.248170380433695,5.743026075701749,1.7946813524940666,False,False,0,,大股东质押比例：本地库缺失，需二次核验,False,True,False,False,毛利率或净利率出现修复；经营现金流未明显恶化；估值仍处于可接受的偏低位置,,25.0,21.52,15.84,15.0,7.91,85.27
603170.SH,宝立食品,食品,上海,主板,20220715,L,20260430,13.65,20.2282,3.5276,1.7956,2.8571,546013.65,40001.0,48.0,20260128,20260430,21.35895,3.80735,8.333333333333332,6.25,20260425,20260331,33.4901,8.8572,3.455,13.82,4.3285,17.314,24.8884,47.9974,16.0029,10.63,63669036.71,16.0029,20260425,20260331,2339071243.56,582156976.73,475538679.36,235000000.0,,,,30605863.51,1547819601.39,305534916.61,365988445.49,20260425,20260331,43674272.81,-8792778.3326,-236785642.3,45000000.0,,,,,7.905087096774193,20260430,20260331,24.88838158875288,1.9773533997446981,2.35,2.35,4.7553867936000005,2.0235688483404255,15.182647886676277,23.32546,20.85324,33.00584,11.339279999999999,16.77455954108322,9.651223449861423,5,5,4,11.8777987221,11.976485481500001,10.5568858557,4.636775059242,0.9917599566623747,1.1251233445596835,4.6601165,5,46.37989608486432,2.54882012544107,3.024688805067419,False,False,0,,大股东质押比例：本地库缺失，需二次核验,True,True,False,False,毛利率或净利率出现修复；经营现金流未明显恶化；估值仍处于可接受的偏低位置,,20.33,21.56,19.61,11.62,11.97,85.08
301004.SZ,嘉益股份,家居用品,浙江,创业板,20210625,L,20260430,43.43,18.2619,3.5266,3.0764,7.2006,633236.4916,14580.6238,48.0,20260128,20260430,12.776399999999999,4.46875,97.91666666666666,2.083333333333333,20251029,20250930,31.8623,20.0909,16.2217,21.6289,19.4828,25.9771,34.1322,164.5244,-7.8529,-32.57,58840189.61,-47.6774,20260429,20260331,2623173945.33,769986739.87,593206421.56,80637039.73,,,349341774.03,,1853187205.46,252461580.72,280115976.83,20260429,20260331,72338463.77,,21565668.56,-7455734.01,,,,,2.236053521126761,20260430,20250930,29.353247474907135,,4.2997881376,0.8063703973,5.9320642156,7.356500480998001,23.202125100646278,32.01014,30.359180000000002,35.4051,21.19238,41.58484850717048,93.12870715798944,5,5,3,22.4542154092,19.962073402999998,15.914062888600002,7.928606169776,1.12484384542066,1.4109668641114281,7.97998758,5,40.33710047590561,2.813815834184544,7.529001482770833,False,False,0,,大股东质押比例：本地库缺失，需二次核验,True,False,True,False,经营现金流未明显恶化；估值仍处于可接受的偏低位置,,22.57,23.0,16.52,12.0,10.87,84.96
688019.SH,安集科技,半导体,上海,科创板,20190722,L,20260430,250.2,53.233,9.5418,16.3197,0.1327,4378359.7879,17499.4396,48.0,20260128,20260430,56.4928,11.97315,25.0,4.166666666666666,20260429,20260331,55.4642,28.6869,4.6539,18.6156,5.1152,20.4608,15.6957,63.0647,32.7618,21.65,196733887.72,32.7618,20260429,20260331,5454801096.53,856169158.39,1682601720.52,145684071.24,132097986.25,,,,4588625019.39,618465343.93,1123933546.84,20260429,20260331,140550416.71,,-269638579.5,137683358.66,,,,,4.326801554404145,20260430,20260331,15.695698949218162,,2.7778205749000002,1.4568407124,16.8260172052,11.54966158069595,6.053710127024666,20.52568,17.75618,55.256600000000006,27.82382,38.191870452841314,66.28383663892781,5,5,4,15.694471345999998,21.465467680299998,19.3638575652,2.551045079133,0.7311497508346231,0.8105033458935123,1.5754143012000001,5,10.910818079444734,9.962123191369693,0.10859889014078893,False,False,0,,大股东质押比例：本地库缺失，需二次核验,False,True,False,False,经营现金流未明显恶化；估值仍处于可接受的偏低位置,,24.89,18.76,17.0,15.0,9.25,84.9
300627.SZ,华测导航,通信设备,上海,创业板,20170321,L,20260430,31.69,37.3263,5.7076,6.7086,1.1195,2493662.1772,78689.2451,48.0,20260128,20260430,40.557249999999996,6.7316,4.166666666666666,2.083333333333333,20260424,20260331,60.401,15.7779,2.8412,11.3648,2.9267,11.7068,27.2711,-91.0823,2.2774,-19.54,99242124.6,2.2774,20260424,20260331,6026931960.14,1643610712.0,1002149565.9,85010135.6,39450000.0,138257679.37,,36828908.45,4368990288.03,1136384312.55,676067949.41,20260424,20260331,-122913929.04,-196559227.8237,-72303577.29,-37880570.64,20241231,20250418,标准无保留意见,立信会计师事务所,1.5687036496350366,20260430,20260331,27.27110116507471,0.8429615545473402,2.6271781497,2.2326781497,10.021495659,4.488553650398095,6.013238703912542,17.03066,15.235679999999999,57.631719999999994,16.86482,18.074383242413194,27.311536854108496,5,5,4,24.2822318963,23.734141806,19.9534545842,3.5319437589389997,1.023092896923766,1.2169437524631805,8.1603697094,5,42.34746921814195,2.975628894402798,0.9864826131513738,False,False,0,,大股东质押比例：本地库缺失，需二次核验,False,True,False,False,毛利率或净利率出现修复；估值仍处于可接受的偏低位置,,20.71,22.37,19.92,11.75,10.09,84.84
002128.SZ,电投能源,煤炭开采,内蒙,主板,20070418,L,20260430,32.36,12.376,1.827,2.3406,3.3993,7253731.8233,224157.3493,48.0,20260128,20260430,13.14625,1.85015,10.416666666666668,33.33333333333333,20260415,20260331,46.5209,31.0031,5.0591,20.2364,5.1374,20.5496,22.9248,84.1284,11.6196,29.87,1982786830.86,11.6196,20260415,20260331,59326720362.09,13600518306.65,4042817058.54,1572017485.13,4942662275.86,,,185828911.21,39703770620.28,2773658107.18,1571777811.7,20260415,20260331,2697053881.05,725527653.4899,-681844840.41,-421862895.7,20241231,20250425,标准无保留意见,天健会计师事务所,3.4132960000000003,20260430,20260331,22.92477693633101,0.46803844649223775,65.14679760989999,15.720174851300001,40.4281705854,2.571737971607659,16.408214280943923,16.97726,14.03446,33.620580000000004,19.39304,5.134497114491388,10.397480207813148,5,5,5,388.6612621673,228.6713732673,220.44575126860002,118.412167946803,1.6996498364182366,1.7630698706174626,55.1118093729,5,30.52549376656103,7.052231937034088,3.066641310805461,False,False,0,,大股东质押比例：本地库缺失，需二次核验,True,False,True,False,毛利率或净利率出现修复；经营现金流未明显恶化；估值仍处于可接受的偏低位置,,18.77,25.0,19.72,10.11,11.2,84.79
300529.SZ,健帆生物,医疗保健,广东,创业板,20160802,L,20260430,19.04,26.9337,4.2464,7.5103,4.0741,1520544.4436,79860.5275,48.0,20260128,20260430,31.0049,4.5126,2.083333333333333,18.75,20260428,20260331,77.2502,39.3576,4.6958,18.7832,6.1497,24.5988,32.9948,97.9615,2.3342,13.14,207916690.53,2.3342,20260428,20260331,5521231652.81,1821719079.4,470233244.09,2155243.4,168208491.27,,1057166008.09,7010722.7,3699769529.76,50150649.04,256980004.23,20260428,20260331,255891408.86,65335657.9136,-2196573418.23,-83577770.11,,,,,4.287561111111111,20260430,20260331,32.9947952550197,0.18949079513217076,12.2752974276,0.021552434,4.702332440899999,218.1810388979732,33.17854620094751,23.6875,17.946620000000003,81.36246,31.8077,-6.878967952513603,-18.040002623204852,5,5,5,48.2216375451,38.7586001628,36.6018024826,29.018710585818,1.2441532290266382,1.317466197683131,27.1251702036,5,66.64494970279398,1.777745067889016,3.7820680644602236,False,False,0,,大股东质押比例：本地库缺失，需二次核验,True,False,False,True,利润仍处于近年偏低区间；毛利率或净利率出现修复；经营现金流未明显恶化；估值仍处于可接受的偏低位置,,24.98,22.14,18.84,5.77,12.66,84.39
002315.SZ,焦点科技,互联网,江苏,主板,20091209,L,20260430,30.44,25.6437,4.7282,6.3295,3.2852,1255365.7787,41240.6629,48.0,20260128,20260430,26.639249999999997,4.98925,25.0,20.833333333333336,20260430,20260331,77.529,16.6342,2.6042,10.4168,3.4864,13.9456,38.9256,-49.7453,15.8089,-11.96,95963113.99,15.8089,20260430,20260331,4741701566.75,1845734409.94,1984108454.21,,,103874724.82,,,2877124345.48,14422018.58,2748217.08,20260430,20260331,-53058872.69,-59682032.3903,560723926.45,-2977529.05,20241231,20250226,标准无保留意见,众华会计师事务所,4.067336249999999,20260430,20260331,38.92557099929596,,1.0387472482,1.0387472482,19.8410845421,19.10097434816964,3.6103661971783927,15.723239999999999,13.94154,78.91220000000001,23.30032,6.832301316250566,24.767121810946158,5,5,5,32.3264503395,18.790514888900002,17.7882199909,28.549036207305,1.7203600077290055,1.8172953986423255,11.361590486,5,71.84194876021402,2.8452398789881883,5.491081761752663,False,False,0,,大股东质押比例：本地库缺失，需二次核验,True,False,True,False,估值仍处于可接受的偏低位置,,20.79,25.0,16.11,10.56,11.71,84.16
002555.SZ,三七互娱,互联网,安徽,主板,20110302,L,20260430,21.43,14.7032,3.2704,3.0699,4.6399,4740825.3504,221223.7681,48.0,20260128,20260430,16.5691,3.89555,2.083333333333333,2.083333333333333,20251029,20250930,76.7571,18.819,13.8955,18.5273,17.7772,23.7029,36.2942,109.1365,-6.5862,20.43,873166176.98,-3.2307,20260428,20260331,22438628458.5,7807203098.69,5141734422.19,3120367892.26,,603638470.72,,1578065048.53,14496286062.01,1283885444.18,478581515.99,20260428,20260331,367025644.44,452348776.725,2235974891.73,-743953105.99,,,,,4.067336249999999,20260430,20250930,34.79358425640559,10.885995501051745,37.240063629800005,37.240063629800005,51.417344221899995,1.3806996876545383,25.68938241871066,28.88616,25.6062,82.42808,17.51692,-0.3888889322432587,2.0226875320357163,5,5,5,168.992725351,140.6177235721,129.9024632399,100.704572922216,1.201788231654533,1.3009200990970378,26.6163474214,5,30.44825349007233,6.349207976415538,6.108798831337561,False,False,0,,大股东质押比例：本地库缺失，需二次核验,True,False,True,False,毛利率或净利率出现修复；经营现金流未明显恶化；估值仍处于可接受的偏低位置,,23.5,24.12,16.21,6.1,14.19,84.12
600660.SH,福耀玻璃,汽车配件,福建,主板,19930610,L,20260430,58.87,17.0818,3.9251,3.3189,4.5864,15363560.1729,260974.3532,48.0,20260128,20260430,17.113300000000002,4.40705,47.91666666666667,2.083333333333333,20260422,20260331,37.3791,16.4459,2.7221,10.8884,4.4631,17.8524,46.6335,17.6882,5.0758,-17.32,1642761951.0,5.0758,20260422,20260331,73338595619.0,34200373794.0,20715842029.0,9006553791.0,7293169499.0,,,153707174.0,39141546226.0,6360195689.0,6746154078.0,20260422,20260331,357002919.0,-926684805.4856,-2311050042.0,3443744672.0,20241231,20250319,标准无保留意见,安永华明会计师事务所,4.968141603053435,20260430,20260331,46.63352700626248,0.39269571291973926,162.9972329,90.06553791,207.15842029,2.3000853056249735,41.64302349193557,19.34626,12.956579999999999,35.76592,17.33428,18.016977286708922,34.31474508020192,5,5,5,398.11910067,303.41298959,296.19793147,163.016353670863,1.3121359807567097,1.3440981802073217,163.10897075,5,68.61645272750975,2.4408167057850187,3.1271023423946662,False,False,0,,大股东质押比例：本地库缺失，需二次核验,True,True,True,False,毛利率或净利率出现修复；经营现金流未明显恶化；估值仍处于可接受的偏低位置,,19.21,24.33,17.15,11.99,11.4,84.08
002001.SZ,新和成,化学制药,浙江,主板,20040625,L,20260430,34.8,15.9361,3.0444,4.6288,2.0081,10695507.4464,307342.168,48.0,20260128,20260430,14.904499999999999,3.2641,77.08333333333334,31.25,20260429,20260331,42.881,29.1632,4.4565,17.826,5.3791,21.5164,25.6351,78.5153,15.7195,-5.51,1776158668.57,15.7195,20260429,20260331,47454817704.07,12165075511.83,9621006154.2,1007842815.34,3487138235.69,,,3622704.97,35131790747.09,3639411247.88,4449974725.18,20260429,20260331,1683660102.64,1336963053.4164,-518803058.46,465288941.34,20241231,20250415,标准无保留意见,天健会计师事务所,5.516894594594595,20260430,20260331,25.63506952590538,0.010311757223192709,44.9498105103,10.0784281534,96.210061542,9.546137560105851,12.794625481487373,18.3235,13.98358,40.17382,25.6102,10.73590861756255,12.894768544015589,5,5,5,311.8922552275,232.81405279720002,229.15894075,155.64776936584,1.3396624966585824,1.3610302709845286,56.822331196,5,39.921849078271045,5.488902842646055,6.64133900151337,False,False,0,,大股东质押比例：本地库缺失，需二次核验,True,True,False,False,毛利率或净利率出现修复；经营现金流未明显恶化；估值仍处于可接受的偏低位置,,21.24,24.65,19.9,10.24,7.95,83.98
001221.SZ,悍高集团,家居用品,广东,主板,20250730,L,20260430,57.02,31.8358,7.7454,6.2095,0.6314,2280857.02,40001.0,48.0,20260128,20260430,39.77695,10.183399999999999,8.333333333333332,8.333333333333332,20260427,20260331,36.2272,18.2406,4.0065,16.026,4.462,17.848,23.3373,-54.5318,12.5383,5.89,121082298.05,12.5383,20260427,20260331,3841215212.61,896435169.49,1614371369.17,179953139.9,0.0,0.0,0.0,0.0,2944780043.12,131710185.1,231845891.92,20260427,20260331,-80810542.55,-277836783.9097,-236555018.62,-174129315.6,,,,,2.236053521126761,20260430,20260331,23.33728051860174,0.0,1.7995313990000001,1.7995313990000001,16.1437136917,8.971065301039518,6.110919568353883,31.752280000000003,28.08458,34.04418,15.39862,27.19350973797998,43.50441142376553,5,3,2,23.1195039745,15.6757827429,19.0599078783,10.263264518160998,1.4748548352375876,1.2129913807622288,1.440036,1,,16.054809723159696,3.230336952783651,False,False,0,,大股东质押比例：本地库缺失，需二次核验,False,True,False,False,毛利率或净利率出现修复；估值仍处于可接受的偏低位置,,21.26,17.54,20.0,13.92,10.64,83.35
603816.SH,顾家家居,家居用品,浙江,主板,20161014,L,20260430,29.04,13.4985,2.1521,1.1824,4.754,2385495.2112,82145.1519,48.0,20260128,20260430,17.3405,2.6806,10.416666666666668,2.083333333333333,20251028,20250930,32.3812,10.672,13.7361,18.3148,15.254,20.3387,39.7693,98.6373,8.7719,13.9,488588904.75,6.5006,20260430,20260331,18958328345.81,7558468323.67,2947405011.25,780041666.7,,147003833.33,,362716302.38,11084703011.6,1683608413.39,1920510612.8,20260430,20260331,101649572.02,,32247260.92,229187021.09,20241231,20250429,标准无保留意见,天健会计师事务所,2.236053521126761,20260430,20250930,39.868854393697134,3.2722239107391693,9.2704550003,9.2704550003,29.4740501125,3.179353129004584,8.363286766094308,18.72662,15.6999,32.09228,8.94216,2.2590596714641364,21.83609861106799,5,5,5,123.4757022327,86.89045439690001,66.43991683729999,50.523544076729,1.4210502533303042,1.8584566042590165,45.17043536560001,5,59.17355260943103,2.733551298173543,9.930205493158278,True,False,0,,应收增速连续高于营收；大股东质押比例：本地库缺失，需二次核验,True,False,True,False,毛利率或净利率出现修复；经营现金流未明显恶化；估值仍处于可接受的偏低位置,应收账款增速连续高于营收,18.09,25.0,16.69,10.59,14.79,83.15
000915.SZ,华特达因,化学制药,山东,主板,19990609,L,20260430,28.96,14.6472,2.2838,3.3523,8.6326,678623.9806,23433.1485,48.0,20260128,20260430,13.3592,2.7133000000000003,100.0,10.416666666666668,20260424,20260331,81.8722,50.7976,4.6702,18.6808,3.7918,15.1672,7.9495,7.7335,-33.1049,-40.28,107063002.75,-33.1049,20260424,20260331,4953982627.22,393816887.85,2062838535.59,,,,,26133365.56,2971481223.41,119284158.4,98074484.35,20260424,20260331,19057989.24,-39189032.6769,37212916.9,,20241231,20250321,标准无保留意见,致同会计师事务所,5.516894594594595,20260430,20260331,7.949500785209579,0.8794726802954514,0.0,0.0,20.6283853559,,0.0,19.401419999999998,23.80346,80.56388,43.20568,2.3944848278373065,9.145243662984415,5,5,5,53.280729788,25.4306598475,24.525533604,41.095225084431,2.095137527201751,2.1724595537163016,13.59122613,5,68.8520923559608,3.920229806962972,18.073370275427017,False,False,0,,大股东质押比例：本地库缺失，需二次核验,True,False,True,False,毛利率或净利率出现修复；经营现金流未明显恶化；估值仍处于可接受的偏低位置,,24.72,25.0,15.91,6.31,10.98,82.92
603605.SH,珀莱雅,日用化工,浙江,主板,20171115,L,20260430,61.88,16.6217,3.8555,2.324,3.1994,2450299.5375,39597.6008,48.0,20260128,20260430,16.775750000000002,4.824,45.83333333333333,10.416666666666668,20260422,20260331,74.5251,16.6417,5.1955,20.782,5.8449,23.3796,26.5195,23.8547,-2.2884,-9.97,341157237.18,-2.2884,20251031,20250930,8574809697.11,2796193154.16,4482429082.19,80024000.0,,,806619068.46,,5668548299.68,318499272.25,976259283.67,20260422,20260331,106971167.62,92780561.2953,-319164957.1,-103844530.31,20241231,20250425,标准无保留意见,天健会计师事务所,6.562485,20260430,20260331,32.609390213084396,,8.866430684600001,0.80024,44.82429082189999,56.013559459537134,15.641448596460803,27.10268,21.855079999999997,70.14802,13.62546,22.979018092969184,26.884853073887392,5,5,5,67.0974818895,56.371345016999996,55.2492850735,55.502219583816995,1.1902764049583223,1.2144497761416813,15.404323301000002,5,30.15430059124868,4.355756535254245,8.245988289197479,True,False,0,,应收增速连续高于营收；大股东质押比例：本地库缺失，需二次核验,True,True,True,False,毛利率或净利率出现修复；经营现金流未明显恶化；估值仍处于可接受的偏低位置,应收账款增速连续高于营收,22.73,23.35,14.53,12.39,11.84,82.83
603288.SH,海天味业,食品,广东,主板,20140211,L,20260430,38.64,31.0604,5.3808,7.6424,3.6688,22611451.5836,585182.4944,48.0,20260128,20260430,31.8367,5.747450000000001,29.166666666666668,12.5,20260428,20260331,41.9955,27.0581,5.2636,21.0544,5.8636,23.4544,12.0851,-16.1776,8.5658,9.34,2347422648.43,8.5658,20260428,20260331,48378510421.11,5846594037.77,21856254933.9,232850000.0,,,,112937041.73,42022448518.89,301606360.1,1988612589.56,20260428,20260331,-467096320.49,-2040191116.477,2830406312.44,-2614926025.6,20241231,20250403,标准无保留意见,毕马威华振会计师事务所,7.905087096774193,20260430,20260331,12.08510552904257,0.2687540724316251,2.3285,2.3285,218.56254933900001,93.86409677431824,0.5541085972068688,23.38222,21.0219,37.259879999999995,24.38108,3.6625531470272366,1.5782223921852134,5,5,5,320.99135944380004,318.7769201062,307.0516227397,301.03782515212504,1.0069466739839956,1.0453986745932857,149.501241626,5,64.21037409218381,2.1470815623512247,3.050093553085355,False,False,0,,大股东质押比例：本地库缺失，需二次核验,True,False,True,False,毛利率或净利率出现修复；估值仍处于可接受的偏低位置,,23.42,20.81,19.97,6.94,11.5,82.65
002027.SZ,分众传媒,广告包装,上海,主板,20040804,L,20260430,6.29,25.2287,5.8814,7.0881,6.0413,9084143.6277,1444219.9726,48.0,20260128,20260430,17.893749999999997,6.6903500000000005,97.91666666666666,2.083333333333333,20260429,20260331,68.7408,61.2114,9.9486,39.7944,12.053,48.212,25.3028,114.271,2.0093,7.88,1066120782.16,2.0093,20260429,20260331,21284947672.32,5385682400.4,3870536933.96,171023544.79,50000000.0,46449739.71,,171821374.96,15445483393.32,3129954542.17,6823875.27,20260429,20260331,2138751357.61,928134319.2721,-997324458.05,-489799499.17,20241231,20250429,标准无保留意见,立信会计师事务所,1.7737944444444442,20260430,20260331,25.30277491545731,1.1124376659801456,2.674732845,2.174732845,38.7053693396,17.797758206755738,1.731724917173387,25.29162,21.33062,65.8937,35.1769,-3.70155468150426,-15.81377822739215,5,5,5,378.17999289010004,217.8194301024,195.69344984560001,339.841226740184,1.7362087152294554,1.9325122695137722,116.98181778060001,5,81.58215899248181,3.232810021805085,9.416209533397623,True,False,0,,应收增速连续高于营收；大股东质押比例：本地库缺失，需二次核验,True,False,False,True,利润仍处于近年偏低区间；毛利率或净利率出现修复；经营现金流未明显恶化；估值仍处于可接受的偏低位置,应收账款增速连续高于营收,25.0,25.0,17.89,5.49,11.0,82.38
603871.SH,嘉友国际,仓储物流,北京,主板,20180206,L,20260430,12.74,14.4397,2.7706,2.1746,3.8125,1742843.0303,136800.8658,48.0,20260128,20260430,17.8774,3.45235,2.083333333333333,2.083333333333333,20260428,20260331,21.5108,16.9296,4.8368,19.3472,5.3248,21.2992,28.3691,80.0181,-15.7834,25.71,319871498.02,-15.7834,20260428,20260331,8994217039.8,2551581487.99,1963833636.45,565554581.3,,,60000000.0,279066316.98,6290452930.96,276020393.97,844694155.13,20260428,20260331,306087577.85,88424106.9604,-12246353.92,112030197.53,,,,,4.867823913043479,20260430,20260331,28.36913404134106,4.436346953754427,6.2555458129999995,5.655545813,19.6383363645,3.472403374287723,9.94450778291624,20.022219999999997,18.325120000000002,18.07072,13.213060000000002,21.15314163295463,35.9330698544351,5,4,3,37.7571286803,44.7983789389,44.1582660099,18.795896051385,0.8428235479635661,0.8550410170506942,15.530609282,5,33.53799118707547,2.431142783564877,6.548475573330581,False,False,0,,大股东质押比例：本地库缺失，需二次核验,True,True,True,False,毛利率或净利率出现修复；经营现金流未明显恶化；估值仍处于可接受的偏低位置,,18.99,16.55,19.56,13.5,13.69,82.29
603456.SH,九洲药业,医疗保健,浙江,主板,20141010,L,20260430,13.79,18.8134,1.3796,2.3502,3.5943,1226546.0726,88944.6028,48.0,20260128,20260430,20.98505,1.73265,2.083333333333333,2.083333333333333,20251016,20250930,37.5515,17.9949,8.0737,10.7649,8.6475,11.53,17.6749,147.0931,4.9234,20.67,220087823.44,7.3739,20260424,20260331,10588430983.78,1635271720.93,1552796250.05,90005700.0,,,,12357707.84,8890493786.65,998298110.61,1460823337.1,20260424,20260331,135946989.48,-3485755.4985,-142406562.05,38769970.0,,,,,4.287561111111111,20260430,20250930,15.443947487923454,0.13899911677072854,0.900057,0.900057,15.5279625005,17.25219902795045,1.0123813385388436,14.035120000000001,12.16208,35.38664,15.4599,7.905516420732339,16.488978740469395,5,5,3,60.795266551500006,39.2424855498,34.4044213897,7.403155987542,1.549220588342928,1.767077139966112,14.534659417,5,39.648808191587314,4.182778887848777,-2.9682995997854538,False,False,0,,大股东质押比例：本地库缺失，需二次核验,True,False,True,False,经营现金流未明显恶化；估值仍处于可接受的偏低位置,,15.94,23.0,19.99,11.16,11.95,82.03
600566.SH,济川药业,中成药,湖北,主板,20010822,L,20260430,27.69,14.6869,1.7027,4.325,7.5289,2552082.7979,92166.226,48.0,20260128,20260430,14.7117,1.7546,50.0,31.25,20260424,20260331,82.1244,33.0491,2.3323,9.3292,2.7042,10.8168,15.8224,186.0997,-20.84,-8.87,357359475.7,-20.84,20260424,20260331,17837113590.15,2822258602.11,3928665005.02,748930015.56,20500000.0,,,167303834.11,14988820535.03,1108625321.5,369628409.69,20260424,20260331,880339698.72,664535706.9422,-2550914890.65,160126948.14,20241231,20250426,标准无保留意见,立信会计师事务所,4.9512913043478255,20260430,20260331,15.822395186564858,1.1161907884546245,7.6943001556,7.4893001556,39.2866500502,5.245703768572296,5.133359317778101,18.92906,16.831200000000003,81.18142,27.2329,-4.9864586735978715,0.07021097629236195,5,5,5,113.5385216751,110.22118430190001,101.0499859442,83.102194102625,1.0300970942583385,1.123587703790441,49.345053541999995,5,47.713557055956564,2.3009098891434334,6.035871351970371,False,False,0,,大股东质押比例：本地库缺失，需二次核验,True,False,False,True,利润仍处于近年偏低区间；毛利率或净利率出现修复；经营现金流未明显恶化；估值仍处于可接受的偏低位置,,23.96,21.96,19.89,4.01,11.38,81.2
