ts_code,name,industry,trade_date,market_cap_yi,pe_ttm,pb,roe_used,revenue_yoy_pct,profit_yoy_pct,debt_asset_ratio_pct,net_margin_pct,ocf_to_profit,growth_score
603379.SH,三美股份,化工原料,20260414,382.8314041,21.1671,5.1608,30.1863,21.16954494568884,178.40192541071886,17.43234503245759,35.920901296697934,0.9811241365873444,91.16004166038347
603444.SH,吉比特,互联网,20260414,257.60456896,14.3619,4.6747,31.4859,67.88940400893947,89.82205242992197,24.158355444535108,28.90837252985328,1.5587256919905197,73.53875539748765
301061.SZ,匠心家居,家居用品,20260414,154.53729206999998,16.9887,3.837,23.0639,32.627207863454586,67.63621791207436,21.319103023038533,26.181676533903136,0.8464989803666484,46.02982159898802
600415.SH,小商品城,商品城,20260414,672.83271703,16.0063,2.932,21.5972,26.62366752296673,36.759531668479845,48.139927868185616,21.09446300205791,2.504839740303047,29.36107463615096
601058.SH,赛轮轮胎,汽车配件,20260414,438.96138458,11.8935,2.0835,18.872,22.419241038027693,31.4179211393924,50.26106925290373,10.409438433634678,0.8727366317917741,25.273497979839043
603605.SH,珀莱雅,日用化工,20260414,237.90238561,15.0716,4.4878,24.7068,21.0435489079572,29.997244916599406,32.6093902130844,14.450754088152143,1.1684382929820845,24.413637221050475
603568.SH,伟明环保,环境保护,20260414,421.71757935,15.4591,2.8845,20.378,19.03060826865211,31.994113669831545,44.8692717605946,36.307730254446426,1.0755873013103583,23.698959872317648
603871.SH,嘉友国际,仓储物流,20260414,182.35555411,17.1752,3.3168,20.5081,25.136174635395932,22.87572537083937,25.911264937990516,13.301002580149698,1.5703090469204783,22.105290002805887
002003.SZ,伟星股份,服饰,20260414,116.03563013,18.0843,2.5442,17.3569,19.65708237204525,25.484356769038023,32.86104228338758,16.05949200759319,1.242598465996459,20.204537613487478
