ts_code,name,trade_date,close,pe_ttm,pb,ps_ttm,total_mv
300124.SZ,汇川技术,20260428,61.36,35.0436,4.5662,3.5904,16612885.4591
002353.SZ,杰瑞股份,20260428,125.03,45.6691,5.4492,7.6076,12801269.48
300450.SZ,先导智能,20260428,55.36,59.2699,5.3219,6.4173,9268489.8586
688777.SH,中控技术,20260428,76.35,152.5172,6.0205,7.5779,6040732.0386
300316.SZ,晶盛机电,20260428,40.28,127.2929,3.063,5.3018,5274802.1343
688017.SH,绿的谐波,20260428,207.65,278.3749,10.667,62.12,3806850.0456
