ts_code,ann_date,end_date,total_revenue,n_income_attr_p,sell_exp,admin_exp,fin_exp,rd_exp
605499.SH,20260331,20251231,20875273117.52,4415263147.79,3404838223.02,576870956.58,-100473500.34,66338402.68
605499.SH,20250308,20241231,15838851828.27,3326708852.44,2681079787.33,425653777.87,-190535731.5,62671297.9
605499.SH,20240415,20231231,11262794083.29,2039772803.92,1955671375.07,368594382.92,2285616.82,54390726.6
605499.SH,20230422,20221231,8505389730.5,1440520571.36,1449276084.58,255524967.5,41039483.53,43754839.83
605499.SH,20220228,20211231,6977822474.41,1192960407.59,1368384367.06,251642594.98,-11393957.32,42798954.96
605499.SH,20210507,20201231,4958502618.73,812063510.98,1040347294.82,183896429.13,-15930939.99,35542543.39
605499.SH,20210507,20191231,4208728479.27,570573895.59,983593162.14,201227241.06,-13965657.16,28030321.94
605499.SH,20210507,20181231,3037535999.62,215830978.69,969450336.86,121820158.17,5082075.22,21808198.99
