ts_code,name,industry,list_date,trade_date,total_mv,pe_ttm,pb,fina_end_date,roe_used,roe,roe_yearly,pe_hist_n,pb_hist_n,pe_percentile_5y,pb_percentile_5y,total_revenue,n_income_attr_p,total_assets,total_liab,n_cashflow_act,market_cap_yi,debt_asset_ratio_pct,net_margin_pct,roa_est_pct,ocf_to_profit,value_score,valuation_low_by,latest_annual_end,revenue_yoy_pct,profit_yoy_pct
002970.SZ,锐明技术,IT设备,20191217,20260414,1073933.104,28.064,5.1855,20250930,20.2528,15.1896,20.2528,36,36,0.027777777777777776,0.027777777777777776,2476928402.34,382673238.64,3252382190.28,1186684997.86,398322851.82,107.3933104,36.486640512498845,15.449507473792199,11.765936973325246,1.0408954993446051,0.027777777777777776,PE&PB,20251231,-10.82021167616755,31.94543307086153
600436.SH,片仔癀,中成药,20030616,20260414,8962880.4718,37.0418,6.1931,20250930,19.7547,14.816,19.7547,36,36,0.027777777777777776,0.027777777777777776,7442366108.35,2129347677.38,17478745955.95,2438081331.03,486737382.18,896.2880471799999,13.94883441394744,28.611165405998605,12.182496860738121,0.22858520820747,0.027777777777777776,PE&PB,20241231,7.251239701857039,6.422180753177353
300979.SZ,华利集团,服饰,20210426,20260414,4958583.0,15.4633,3.0535,20250930,19.6713,14.7535,19.6713,36,36,0.027777777777777776,0.027777777777777776,24980125148.09,3206670242.12,22436514980.12,6186361601.75,3743180887.85,495.8583,27.572738490052757,12.836886216981922,14.292193974693879,1.1673108256292986,0.027777777777777776,PE&PB,20251231,4.056134133019874,-16.500117294674638
002895.SZ,川恒股份,化工原料,20170825,20260414,2301838.349,18.2651,3.0022,20250930,18.9681,14.2261,18.9681,36,36,0.05555555555555555,0.027777777777777776,8328106422.57,1260239959.17,13736362853.73,4950982816.95,641898323.87,230.1838349,36.04289483082198,15.132370976367737,9.17448070198431,0.5093461123806591,0.027777777777777776,PE&PB,20251231,41.01937403094494,31.757910661836537
002155.SZ,湖南黄金,黄金,20070816,20260414,4612946.6848,31.0011,5.6832,20250930,18.8729,14.1547,18.8729,36,36,0.027777777777777776,0.027777777777777776,50181265325.14,1487994929.97,9435622401.27,1270891460.58,1498807786.52,461.29466848,13.469079267192194,2.9652399562442655,15.7699711443489,1.0072667294304678,0.027777777777777776,PE&PB,20251231,80.25828193517641,75.77298388574381
000506.SZ,招金黄金,黄金,19930312,20260414,1599768.5844,100.7046,22.8915,20250930,18.7303,14.0477,18.7303,36,36,0.027777777777777776,0.027777777777777776,526904355.93,158857625.01,1450075515.07,719298969.43,33326306.02,159.97685844,49.604242120816515,30.14923357951978,10.95512774052539,0.20978726087527827,0.027777777777777776,PE&PB,20251231,58.128468191462964,224.6645962799277
000902.SZ,新洋丰,农药化肥,19990408,20260414,1954875.6125,12.4061,1.6976,20250930,16.522,12.3915,16.522,36,36,0.027777777777777776,0.027777777777777776,13474553014.22,1373530499.96,19748687035.59,7675052757.86,1223037528.58,195.48756125,38.86361024420732,10.193514386046663,6.955047175970224,0.8904334695266084,0.027777777777777776,PE&PB,20241231,3.069866013605506,8.986025994957243
600863.SH,华能蒙电,火力发电,19940520,20260414,3659033.5245,17.7317,1.6159,20250930,16.0296,12.0222,16.0296,36,36,0.3055555555555556,0.027777777777777776,15051974683.61,2207704118.36,40790668958.85,15592146982.26,4477055780.95,365.90335245,38.22478861033022,14.66720589667185,5.412277304368684,2.0279238253520107,0.027777777777777776,PB,20241231,-1.02852648378934,15.978857200493959
301498.SZ,乖宝宠物,饲料,20230816,20260414,1992352.379,29.8564,4.452,20250930,15.8721,11.9041,15.8721,36,36,0.027777777777777776,0.027777777777777776,4737454765.81,513010893.92,5509998060.81,1034805842.15,497981458.54,199.2352379,18.780511911793262,10.828829387931611,9.310545816137449,0.970703477142254,0.027777777777777776,PE&PB,20241231,21.215821432531772,45.67623962557812
000792.SZ,盐湖股份,农药化肥,19970904,20260414,20563050.8943,20.0217,4.6066,20250930,15.4667,11.6,15.4667,36,36,0.027777777777777776,0.5555555555555556,15501243782.06,8475535262.69,55781587198.78,7894870642.73,10160860737.41,2056.30508943,14.153183943289926,54.676485202425894,15.194145036581835,1.1988459044160835,0.027777777777777776,PE,20251231,2.425805354242184,81.75688321549323
