ts_code,name,industry,list_date,trade_date,total_mv,pe_ttm,pb,fina_end_date,roe_used,roe,roe_yearly,pe_hist_n,pb_hist_n,pe_percentile_5y,pb_percentile_5y,total_revenue,n_income_attr_p,total_assets,total_liab,n_cashflow_act,market_cap_yi,debt_asset_ratio_pct,net_margin_pct,roa_est_pct,ocf_to_profit,value_score,valuation_low_by,latest_annual_end,revenue_yoy_pct,profit_yoy_pct
600285.SH,羚锐制药,中成药,20001018,20260414,1217029.833,15.2203,3.7467,20250930,27.4621,20.5966,27.4621,36,36,0.1388888888888889,0.1388888888888889,3041361639.17,650932609.77,5755687724.88,2472402407.84,490387656.36,121.7029833,42.95581216389823,21.402670481095505,11.309380231943894,0.7533616368263886,0.1388888888888889,PE&PB,20241231,5.718262020529048,27.185159004653315
300760.SZ,迈瑞医疗,医疗保健,20181016,20260414,19454834.6081,23.9127,5.1071,20250930,26.8605,20.1454,26.8605,36,36,0.2222222222222222,0.1388888888888889,33282159404.0,8135775409.0,59266767707.0,16255447654.0,10144968535.0,1945.48346081,27.427592701466104,24.444854404555876,13.727381674028909,1.2469577913590608,0.1388888888888889,PE&PB,20251231,-9.376500647044058,-30.27566217752065
002043.SZ,兔宝宝,其他建材,20050510,20260414,1181570.3795,16.3754,3.5577,20250930,26.7915,20.0936,26.7915,36,36,0.1388888888888889,0.1388888888888889,6318504889.14,629285716.5,5928084979.3,2610035300.97,472717962.99,118.15703795,44.02830442012655,9.959408555362389,10.615328874288627,0.7511976683964668,0.1388888888888889,PE&PB,20241231,1.3900793661962842,-15.109800267254396
600873.SH,梅花生物,食品,19950217,20260414,3045406.4319,8.0776,1.8897,20250930,26.2845,19.7134,26.2845,36,36,0.1388888888888889,0.1388888888888889,18215447345.0,3025092355.05,25991339903.1,9875505133.65,4711159998.34,304.54064319,37.99536757422861,16.60729104125112,11.638847271160484,1.5573607167646728,0.1388888888888889,PE&PB,20241231,-9.694757231338391,-13.84877228791026
600598.SH,北大荒,种植业,20020329,20260414,2862064.6535,24.5422,3.5761,20250930,22.6197,16.9648,22.6197,36,36,0.1388888888888889,0.5277777777777778,5229190487.41,1166182575.0,8958219053.33,1158062956.07,1240486450.4,286.20646535,12.927379305817691,22.301397851306927,13.018018068742135,1.0637154738828096,0.1388888888888889,PE,20251231,-2.052002442587194,7.263778145564381
300910.SZ,瑞丰新材,化工原料,20201127,20260414,1434990.163,19.4867,3.7553,20250930,21.8552,16.3914,21.8552,36,36,0.1944444444444444,0.1388888888888889,3508343875.06,736393118.44,5096284297.68,1247231783.38,746801854.96,143.4990163,24.47335569461425,20.98976453462408,14.449608291578844,1.0141347552813234,0.1388888888888889,PE&PB,20251231,11.112355030650953,1.9247549482069035
002602.SZ,世纪华通,互联网,20110728,20260414,11999470.8202,31.8504,4.1421,20250930,21.4955,16.1216,21.4955,36,36,0.1388888888888889,0.1388888888888889,27223367866.05,4357457982.04,43226592627.73,13297431526.51,6277705861.01,1199.94708202,30.762155233997447,16.006314881687157,10.080503035635235,1.4406807562768538,0.1388888888888889,PE&PB,20241231,70.27064777493497,131.50632655957736
600690.SH,海尔智家,家用电器,19931119,20260414,19636756.4871,10.0429,1.6543,20250930,20.7995,15.5996,20.7995,36,36,0.1388888888888889,0.1388888888888889,302346783918.3,19552798222.85,295795068591.57,169818067276.46,26002941969.92,1963.67564871,57.41071617084413,6.467010486916093,6.610251589369209,1.3298834097071677,0.1388888888888889,PE&PB,20251231,5.72259899323807,4.331000999918354
603868.SH,飞科电器,家用电器,20160418,20260414,1389564.0,30.8535,4.2472,20250930,19.3359,14.5019,19.3359,36,36,0.1388888888888889,0.1388888888888889,3040077304.45,457110706.46,3895861079.29,624176224.8,745173087.57,138.9564,16.021521612206787,15.03615404091505,11.733239382942935,1.6301807790520595,0.1388888888888889,PE&PB,20241231,-18.034198929251637,-55.09563087451937
300896.SZ,爱美客,医疗保健,20200928,20260414,3523381.9583,27.2915,4.6458,20250930,19.1956,14.3967,19.1956,36,36,0.1388888888888889,0.1388888888888889,2452617161.44,1291017682.24,8908047716.98,743427421.3,1324231592.64,352.33819583,8.345570712232739,52.63836943398078,14.492711795639998,1.0257269213713416,0.1388888888888889,PE&PB,20251231,-18.93965904064538,-34.050890492321706
